Date,2Y,3Y,5Y,10Y,2s10s_bp,3s10s_bp,2s5s_bp
2013-05-20,,,,3.229,,,
2013-05-21,,,,3.263,,,
2013-05-22,,,,3.272,,,
2013-05-23,,,,3.299,,,
2013-05-24,,,,3.316,,,
2013-05-27,,,,3.279,,,
2013-05-28,,,,3.333,,,
2013-05-29,,,,3.479,,,
2013-05-30,,,,3.403,,,
2013-05-31,,,,3.365,,,
2013-06-03,,,,3.429,,,
2013-06-04,,,,3.449,,,
2013-06-05,,,,3.397,,,
2013-06-06,,,,3.349,,,
2013-06-07,,,,3.264,,,
2013-06-11,,,,3.418,,,
2013-06-12,,,,3.464,,,
2013-06-13,,,,3.404,,,
2013-06-14,,,,3.375,,,
2013-06-17,,,,3.408,,,
2013-06-18,,,,3.408,,,
2013-06-19,,,,3.436,,,
2013-06-20,,,,3.649,,,
2013-06-21,,,,3.769,,,
2013-06-24,,,,4.051,,,
2013-06-25,,,,3.813,,,
2013-06-26,,,,3.855,,,
2013-06-27,,,,3.833,,,
2013-06-28,,,,3.774,,,
2013-07-01,,,,3.838,,,
2013-07-02,,,,3.755,,,
2013-07-03,,,,3.76,,,
2013-07-04,,,,3.812,,,
2013-07-05,,,,3.836,,,
2013-07-08,,,,3.92,,,
2013-07-09,,,,3.897,,,
2013-07-10,,,,3.858,,,
2013-07-11,,,,3.754,,,
2013-07-12,,,,3.762,,,
2013-07-15,,,,3.746,,,
2013-07-16,,,,3.771,,,
2013-07-17,,,,3.768,,,
2013-07-18,,,,3.687,,,
2013-07-19,,,,3.692,,,
2013-07-22,,,,3.674,,,
2013-07-23,,,,3.676,,,
2013-07-24,,,,3.706,,,
2013-07-25,,,,3.799,,,
2013-07-26,,,,3.801,,,
2013-07-29,,,,3.761,,,
2013-07-30,,,,3.726,,,
2013-07-31,,,,3.747,,,
2013-08-01,,,,3.692,,,
2013-08-02,,,,3.818,,,
2013-08-05,,,,,,,
2013-08-06,,,,3.74,,,
2013-08-07,,,,3.718,,,
2013-08-08,,,,3.699,,,
2013-08-09,,,,3.739,,,
2013-08-12,,,,3.715,,,
2013-08-13,,,,3.78,,,
2013-08-14,,,,3.879,,,
2013-08-15,,,,3.926,,,
2013-08-16,,,,4.001,,,
2013-08-19,,,,4.05,,,
2013-08-20,,,,4.005,,,
2013-08-21,,,,4.005,,,
2013-08-22,,,,4.109,,,
2013-08-23,,,,4.082,,,
2013-08-26,,,,4.044,,,
2013-08-27,,,,3.965,,,
2013-08-28,,,,3.938,,,
2013-08-29,,,,3.944,,,
2013-08-30,,,,3.928,,,
2013-09-02,2.594,2.8,3.258,3.989,139.5,118.9,66.40000000000002
2013-09-03,2.652,2.857,3.312,4.03,137.8,117.30000000000001,65.99999999999997
2013-09-04,2.714,2.925,3.373,4.055,134.09999999999997,112.99999999999999,65.90000000000002
2013-09-05,2.752,2.968,3.412,4.106,135.4,113.79999999999998,66.00000000000001
2013-09-06,2.79,3.007,3.455,4.177,138.69999999999996,116.99999999999994,66.5
2013-09-09,2.734,2.95,3.399,4.107,137.3,115.7,66.5
2013-09-10,2.814,3.03,3.474,4.164,134.99999999999997,113.39999999999999,66.00000000000001
2013-09-11,2.805,3.035,3.476,4.206,140.10000000000002,117.10000000000002,67.09999999999998
2013-09-12,2.699,2.923,3.361,4.077,137.8,115.39999999999999,66.20000000000003
2013-09-13,2.739,2.971,3.41,4.124,138.49999999999997,115.29999999999995,67.10000000000002
2013-09-16,2.69,2.905,3.338,4.033,134.30000000000004,112.80000000000005,64.80000000000001
2013-09-17,2.736,2.957,3.392,4.087,135.09999999999997,112.99999999999999,65.59999999999997
2013-09-18,2.745,2.969,3.402,4.1,135.49999999999994,113.09999999999998,65.7
2013-09-19,2.622,2.821,3.239,3.923,130.10000000000002,110.19999999999999,61.7
2013-09-20,2.66,2.863,3.283,3.98,131.99999999999997,111.7,62.299999999999976
2013-09-23,2.68,2.887,3.307,4.007,132.69999999999996,111.99999999999997,62.699999999999974
2013-09-24,2.631,2.835,3.251,3.941,131.0,110.6,62.000000000000014
2013-09-25,2.602,2.804,3.213,3.917,131.5,111.3,61.10000000000002
2013-09-26,2.613,2.816,3.225,3.92,130.7,110.4,61.20000000000001
2013-09-27,2.607,2.807,3.214,3.902,129.5,109.50000000000001,60.699999999999974
2013-09-30,2.57,2.765,3.167,3.85,128.00000000000003,108.5,59.699999999999996
2013-10-01,2.637,2.832,3.229,3.89,125.30000000000001,105.80000000000003,59.20000000000001
2013-10-02,2.639,2.841,3.234,3.891,125.20000000000002,104.99999999999999,59.50000000000002
2013-10-03,2.635,2.841,3.232,3.893,125.8,105.19999999999996,59.700000000000045
2013-10-04,2.68,2.908,3.31,3.982,130.20000000000002,107.40000000000003,62.999999999999986
2013-10-07,,,,,,,
2013-10-08,2.714,2.948,3.349,4.027,131.3,107.90000000000002,63.50000000000002
2013-10-09,2.737,2.97,3.368,4.036,129.89999999999995,106.59999999999994,63.09999999999998
2013-10-10,2.798,3.044,3.445,4.111,131.29999999999998,106.69999999999997,64.69999999999997
2013-10-11,2.784,3.024,3.422,4.079,129.5,105.49999999999997,63.80000000000003
2013-10-14,2.756,2.997,3.398,4.071,131.5,107.39999999999998,64.20000000000003
2013-10-15,2.816,3.083,3.489,4.155,133.90000000000003,107.2,67.30000000000001
2013-10-16,2.82,3.087,3.502,4.191,137.1,110.39999999999996,68.19999999999999
2013-10-17,2.731,2.988,3.4,4.088,135.70000000000002,110.00000000000001,66.9
2013-10-18,2.723,2.977,3.391,4.068,134.49999999999997,109.09999999999998,66.80000000000001
2013-10-21,2.711,2.968,3.376,4.034,132.29999999999998,106.59999999999998,66.5
2013-10-22,2.736,2.998,3.402,4.058,132.19999999999996,105.99999999999996,66.6
2013-10-23,2.679,2.935,3.323,3.944,126.50000000000001,100.89999999999999,64.4
2013-10-24,2.678,2.936,3.323,3.943,126.50000000000001,100.70000000000002,64.5
2013-10-25,2.675,2.929,3.315,3.924,124.9,99.50000000000001,64.00000000000001
2013-10-28,2.685,2.939,3.328,3.965,127.99999999999999,102.59999999999998,64.29999999999998
2013-10-29,2.65,2.903,3.298,3.944,129.4,104.1,64.80000000000001
2013-10-30,2.617,2.867,3.266,3.933,131.6,106.59999999999998,64.9
2013-10-31,2.682,2.932,3.33,3.98,129.8,104.80000000000001,64.80000000000001
2013-11-01,2.722,2.969,3.37,4.026,130.39999999999998,105.69999999999999,64.80000000000001
2013-11-04,2.803,3.055,3.453,4.093,129.0,103.79999999999998,64.99999999999999
2013-11-05,2.798,3.047,3.445,4.095,129.69999999999996,104.79999999999995,64.69999999999997
2013-11-06,2.825,3.086,3.495,4.164,133.89999999999995,107.79999999999998,67.0
2013-11-07,2.776,3.029,3.444,4.112,133.60000000000002,108.30000000000001,66.80000000000001
2013-11-08,2.753,3.002,3.417,4.09,133.7,108.80000000000001,66.39999999999998
2013-11-11,2.803,3.062,3.483,4.179,137.60000000000002,111.70000000000005,68.00000000000001
2013-11-12,2.838,3.104,3.535,4.25,141.2,114.6,69.7
2013-11-13,2.799,3.066,3.497,4.222,142.30000000000004,115.60000000000005,69.8
2013-11-14,2.764,3.02,3.443,4.159,139.5,113.89999999999998,67.90000000000003
2013-11-15,2.748,3.001,3.431,4.16,141.2,115.90000000000002,68.29999999999998
2013-11-18,2.748,3.003,3.433,4.165,141.7,116.19999999999999,68.49999999999996
2013-11-19,2.768,3.024,3.451,4.178,141.0,115.39999999999999,68.30000000000003
2013-11-20,2.787,3.053,3.487,4.228,144.1,117.49999999999999,70.00000000000001
2013-11-21,2.808,3.084,3.533,4.294,148.59999999999997,120.99999999999996,72.50000000000001
2013-11-22,2.786,3.063,3.511,4.278,149.19999999999996,121.49999999999994,72.50000000000001
2013-11-25,2.772,3.044,3.488,4.238,146.60000000000005,119.40000000000003,71.60000000000002
2013-11-26,2.74,3.006,3.448,4.193,145.29999999999995,118.69999999999999,70.79999999999997
2013-11-27,2.721,2.979,3.419,4.159,143.79999999999998,117.99999999999997,69.8
2013-11-28,2.759,3.029,3.471,4.21,145.1,118.10000000000001,71.20000000000002
2013-11-29,2.735,2.999,3.441,4.181,144.60000000000002,118.19999999999999,70.6
2013-12-02,2.79,3.061,3.516,4.247,145.7,118.6,72.6
2013-12-03,2.809,3.082,3.539,4.285,147.6,120.30000000000003,73.0
2013-12-04,2.762,3.032,3.5,4.267,150.50000000000003,123.50000000000003,73.8
2013-12-05,2.786,3.058,3.547,4.357,157.10000000000002,129.90000000000003,76.10000000000001
2013-12-06,2.805,3.079,3.573,4.392,158.70000000000002,131.3,76.79999999999998
2013-12-09,2.764,3.031,3.519,4.332,156.8,130.09999999999997,75.50000000000003
2013-12-10,2.769,3.039,3.531,4.348,157.89999999999998,130.89999999999998,76.2
2013-12-11,2.72,2.985,3.479,4.307,158.70000000000002,132.20000000000005,75.89999999999999
2013-12-12,2.692,2.949,3.448,4.282,159.0,133.3,75.59999999999998
2013-12-13,2.676,2.93,3.437,4.281,160.49999999999994,135.09999999999997,76.09999999999997
2013-12-16,2.632,2.867,3.373,4.186,155.39999999999998,131.9,74.10000000000001
2013-12-17,2.637,2.868,3.379,4.19,155.30000000000004,132.20000000000005,74.2
2013-12-18,2.627,2.852,3.365,4.193,156.6,134.09999999999997,73.80000000000004
2013-12-19,2.667,2.9,3.411,4.232,156.50000000000003,133.20000000000002,74.40000000000002
2013-12-20,2.667,2.913,3.428,4.249,158.2,133.6,76.10000000000001
2013-12-23,2.67,2.914,3.426,4.226,155.6,131.2,75.60000000000002
2013-12-24,2.658,2.901,3.408,4.201,154.29999999999998,129.99999999999997,75.0
2013-12-27,2.709,2.956,3.463,4.238,152.90000000000003,128.20000000000005,75.4
2013-12-30,2.7,2.945,3.453,4.233,153.29999999999995,128.79999999999998,75.29999999999997
2013-12-31,2.676,2.91,3.425,4.199,152.29999999999995,128.89999999999998,74.89999999999996
2014-01-02,2.739,2.974,3.492,4.292,155.29999999999998,131.79999999999995,75.30000000000001
2014-01-03,,,,4.307,,,
2014-01-06,2.755,2.995,3.522,4.34,158.5,134.49999999999997,76.69999999999999
2014-01-07,2.72,2.958,3.48,4.282,156.2,132.39999999999998,75.99999999999997
2014-01-08,2.713,2.95,3.469,4.268,155.49999999999997,131.79999999999995,75.59999999999998
2014-01-09,2.762,3.009,3.523,4.287,152.5,127.8,76.10000000000001
2014-01-10,2.734,2.981,3.496,4.236,150.2,125.49999999999999,76.2
2014-01-13,2.713,2.958,3.467,4.2,148.70000000000002,124.2,75.4
2014-01-14,2.688,2.932,3.436,4.166,147.8,123.40000000000005,74.79999999999998
2014-01-15,2.713,2.962,3.47,4.204,149.09999999999997,124.19999999999996,75.70000000000002
2014-01-16,2.635,2.877,3.397,4.152,151.70000000000005,127.50000000000003,76.2
2014-01-17,2.573,2.811,3.323,4.074,150.1,126.29999999999998,75.0
2014-01-20,2.566,2.807,3.315,4.055,148.89999999999998,124.79999999999998,74.9
2014-01-21,2.604,2.848,3.35,4.082,147.79999999999998,123.4,74.6
2014-01-22,2.72,2.977,3.464,4.161,144.09999999999994,118.39999999999998,74.39999999999998
2014-01-23,2.688,2.947,3.438,4.143,145.49999999999997,119.59999999999997,75.0
2014-01-24,2.558,2.801,3.296,4.021,146.3,121.99999999999997,73.8
2014-01-28,2.559,2.795,3.284,4.002,144.29999999999995,120.69999999999999,72.49999999999997
2014-01-29,2.637,2.882,3.369,4.09,145.29999999999998,120.79999999999997,73.20000000000002
2014-01-30,2.57,2.809,3.291,3.98,141.0,117.09999999999998,72.10000000000001
2014-01-31,2.581,2.825,3.292,3.976,139.5,115.09999999999998,71.09999999999998
2014-02-03,2.595,2.839,3.301,3.977,138.19999999999996,113.79999999999998,70.6
2014-02-04,2.635,2.878,3.325,3.971,133.60000000000002,109.3,69.00000000000004
2014-02-05,2.651,2.895,3.346,3.997,134.60000000000002,110.19999999999999,69.50000000000003
2014-02-06,2.695,2.946,3.4,4.065,137.00000000000006,111.90000000000002,70.5
2014-02-07,2.738,2.991,3.448,4.129,139.09999999999997,113.79999999999994,71.0
2014-02-10,2.729,2.98,3.438,4.121,139.20000000000005,114.10000000000005,70.9
2014-02-11,2.764,3.018,3.478,4.162,139.8,114.4,71.40000000000003
2014-02-12,2.78,3.039,3.5,4.199,141.9,115.99999999999997,72.00000000000001
2014-02-13,2.722,2.974,3.437,4.154,143.2,117.99999999999997,71.49999999999999
2014-02-14,2.694,2.946,3.402,4.084,138.99999999999997,113.79999999999994,70.80000000000001
2014-02-17,2.734,2.988,3.445,4.143,140.89999999999998,115.49999999999999,71.09999999999998
2014-02-18,2.751,3.01,3.465,4.162,141.1,115.20000000000002,71.39999999999999
2014-02-19,2.715,2.972,3.423,4.125,141.0,115.3,70.80000000000001
2014-02-20,2.707,2.962,3.415,4.125,141.8,116.29999999999998,70.80000000000001
2014-02-21,2.758,3.022,3.479,4.201,144.29999999999995,117.89999999999998,72.10000000000001
2014-02-24,2.714,2.975,3.432,4.157,144.3,118.19999999999999,71.8
2014-02-25,2.713,2.977,3.428,4.152,143.9,117.50000000000003,71.49999999999999
2014-02-26,2.687,2.948,3.398,4.107,142.00000000000003,115.90000000000002,71.10000000000002
2014-02-27,2.617,2.859,3.314,4.045,142.79999999999998,118.6,69.7
2014-02-28,2.598,2.839,3.291,4.014,141.60000000000002,117.50000000000003,69.30000000000001
2014-03-03,2.561,2.791,3.243,3.976,141.5,118.5,68.19999999999999
2014-03-04,2.614,2.84,3.286,3.985,137.1,114.5,67.20000000000002
2014-03-05,2.674,2.894,3.345,4.033,135.90000000000003,113.90000000000002,67.10000000000002
2014-03-06,2.722,2.942,3.39,4.077,135.5,113.49999999999997,66.80000000000001
2014-03-07,2.747,2.972,3.433,4.134,138.70000000000005,116.20000000000003,68.6
2014-03-10,2.756,2.984,3.45,4.181,142.50000000000003,119.7,69.40000000000003
2014-03-11,2.735,2.96,3.428,4.174,143.90000000000006,121.40000000000003,69.30000000000001
2014-03-12,2.723,2.948,3.421,4.167,144.4,121.89999999999999,69.8
2014-03-13,2.78,3.01,3.467,4.159,137.9,114.9,68.70000000000003
2014-03-14,2.682,2.894,3.349,4.06,137.79999999999995,116.59999999999995,66.70000000000003
2014-03-17,2.715,2.928,3.377,4.035,132.00000000000003,110.70000000000002,66.19999999999999
2014-03-18,2.748,2.965,3.418,4.07,132.20000000000002,110.50000000000004,67.0
2014-03-19,2.737,2.951,3.401,4.052,131.49999999999994,110.09999999999995,66.39999999999998
2014-03-20,2.778,3.001,3.452,4.116,133.79999999999995,111.49999999999997,67.39999999999999
2014-03-21,2.801,3.031,3.482,4.146,134.49999999999997,111.49999999999997,68.10000000000001
2014-03-24,2.807,3.043,3.488,4.157,135.0,111.39999999999999,68.10000000000001
2014-03-25,2.766,3.004,3.442,4.109,134.3,110.5,67.60000000000002
2014-03-26,2.785,3.026,3.451,4.102,131.70000000000002,107.60000000000005,66.6
2014-03-27,2.779,3.017,3.44,4.073,129.40000000000003,105.60000000000005,66.10000000000001
2014-03-28,2.761,3.001,3.42,4.059,129.8,105.80000000000003,65.89999999999998
2014-03-31,2.782,3.021,3.441,4.075,129.3,105.40000000000003,65.89999999999998
2014-04-01,2.81,3.052,3.475,4.124,131.39999999999995,107.19999999999996,66.5
2014-04-02,2.821,3.073,3.495,4.163,134.20000000000002,109.00000000000003,67.39999999999999
2014-04-03,2.829,3.092,3.509,4.174,134.50000000000003,108.20000000000003,67.99999999999997
2014-04-04,2.809,3.074,3.489,4.151,134.19999999999996,107.69999999999999,67.99999999999997
2014-04-07,2.763,3.018,3.428,4.075,131.20000000000002,105.70000000000005,66.5
2014-04-08,2.765,3.019,3.426,4.08,131.5,106.1,66.10000000000001
2014-04-09,2.762,3.012,3.418,4.064,130.20000000000002,105.2,65.60000000000001
2014-04-10,2.789,3.042,3.435,4.049,126.00000000000003,100.70000000000006,64.6
2014-04-11,2.762,3.005,3.394,4.015,125.29999999999997,100.99999999999997,63.20000000000001
2014-04-14,2.732,2.97,3.35,3.959,122.69999999999999,98.89999999999999,61.79999999999999
2014-04-15,2.755,2.99,3.37,3.988,123.30000000000001,99.79999999999998,61.50000000000002
2014-04-16,2.751,2.982,3.361,3.975,122.40000000000002,99.29999999999998,61.00000000000003
2014-04-17,2.739,2.963,3.341,3.956,121.7,99.29999999999998,60.20000000000003
2014-04-22,2.774,3.005,3.384,4.005,123.1,100.0,60.999999999999986
2014-04-23,2.727,2.95,3.333,3.962,123.50000000000003,101.2,60.60000000000003
2014-04-24,2.711,2.931,3.319,3.96,124.9,102.89999999999999,60.80000000000001
2014-04-28,2.7,2.914,3.298,3.926,122.6,101.2,59.79999999999998
2014-04-29,,,,3.938,,,
2014-04-30,2.732,2.949,3.33,3.946,121.39999999999999,99.70000000000003,59.79999999999998
2014-05-01,2.727,2.939,3.319,3.937,121.0,99.79999999999998,59.20000000000001
2014-05-02,2.722,2.929,3.297,3.907,118.5,97.80000000000003,57.500000000000014
2014-05-05,,,,3.873,,,
2014-05-06,2.696,2.892,3.262,3.868,117.19999999999997,97.6,56.59999999999998
2014-05-07,2.675,2.865,3.23,3.835,116.00000000000001,96.99999999999997,55.500000000000014
2014-05-08,2.703,2.892,3.253,3.844,114.1,95.19999999999999,55.00000000000003
2014-05-09,2.686,2.872,3.232,3.823,113.7,95.10000000000001,54.60000000000002
2014-05-12,2.698,2.884,3.243,3.834,113.60000000000001,95.00000000000001,54.49999999999999
2014-05-13,2.704,2.894,3.256,3.85,114.6,95.6,55.19999999999996
2014-05-14,2.686,2.874,3.231,3.809,112.30000000000003,93.5,54.49999999999999
2014-05-15,2.672,2.857,3.2,3.764,109.19999999999996,90.69999999999996,52.800000000000004
2014-05-16,2.667,2.848,3.179,3.719,105.2,87.1,51.2
2014-05-19,2.657,2.841,3.156,3.686,102.89999999999999,84.49999999999997,49.90000000000001
2014-05-20,2.67,2.852,3.173,3.716,104.60000000000002,86.40000000000003,50.30000000000001
2014-05-21,2.6,2.773,3.102,3.662,106.19999999999999,88.89999999999998,50.199999999999974
2014-05-22,2.645,2.824,3.163,3.752,110.69999999999997,92.8,51.79999999999998
2014-05-23,2.658,2.843,3.189,3.787,112.9,94.39999999999999,53.100000000000016
2014-05-26,2.638,2.825,3.163,3.747,110.9,92.19999999999997,52.49999999999999
2014-05-27,2.66,2.845,3.179,3.753,109.3,90.8,51.89999999999997
2014-05-28,2.653,2.835,3.158,3.713,106.0,87.80000000000001,50.499999999999986
2014-05-29,2.617,2.788,3.1,3.648,103.10000000000001,86.00000000000003,48.30000000000001
2014-05-30,2.623,2.797,3.109,3.663,103.99999999999996,86.59999999999997,48.59999999999998
2014-06-02,2.626,2.789,3.108,3.679,105.3,88.99999999999997,48.20000000000002
2014-06-03,2.644,2.808,3.13,3.729,108.5,92.10000000000002,48.59999999999998
2014-06-04,2.687,2.866,3.19,3.787,110.00000000000001,92.09999999999998,50.30000000000001
2014-06-05,2.68,2.855,3.181,3.781,110.1,92.60000000000002,50.09999999999999
2014-06-06,2.685,2.853,3.18,3.781,109.60000000000001,92.8,49.500000000000014
2014-06-10,2.694,2.864,3.191,3.795,110.1,93.10000000000001,49.69999999999999
2014-06-11,2.727,2.912,3.242,3.857,113.00000000000003,94.50000000000003,51.500000000000014
2014-06-12,2.69,2.877,3.211,3.831,114.1,95.40000000000002,52.099999999999994
2014-06-13,2.686,2.866,3.197,3.793,110.70000000000002,92.7,51.10000000000001
2014-06-16,2.673,2.844,3.168,3.754,108.1,91.00000000000001,49.500000000000014
2014-06-17,2.614,2.789,3.113,3.709,109.50000000000001,92.0,49.90000000000001
2014-06-18,2.631,2.809,3.137,3.747,111.60000000000001,93.79999999999997,50.60000000000002
2014-06-19,2.576,2.749,3.074,3.673,109.7,92.39999999999999,49.799999999999976
2014-06-20,2.585,2.759,3.084,3.688,110.30000000000003,92.90000000000003,49.90000000000001
2014-06-23,2.603,2.782,3.105,3.704,110.1,92.20000000000002,50.199999999999974
2014-06-24,2.559,2.733,3.053,3.649,108.99999999999999,91.6,49.39999999999998
2014-06-25,2.53,2.696,3.014,3.602,107.2,90.59999999999997,48.4
2014-06-26,2.53,2.696,3.015,3.602,107.2,90.59999999999997,48.50000000000003
2014-06-27,2.512,2.669,2.98,3.553,104.1,88.39999999999999,46.8
2014-06-30,2.531,2.681,2.991,3.554,102.29999999999997,87.29999999999998,46.0
2014-07-01,2.567,2.713,3.026,3.598,103.09999999999997,88.49999999999997,45.89999999999996
2014-07-02,2.544,2.685,3.001,3.575,103.10000000000001,89.00000000000001,45.69999999999999
2014-07-03,2.499,2.63,2.951,3.556,105.69999999999999,92.60000000000002,45.199999999999996
2014-07-04,2.531,2.661,2.983,3.601,106.99999999999999,94.0,45.199999999999996
2014-07-07,2.545,2.672,2.993,3.607,106.20000000000003,93.5,44.8
2014-07-08,2.56,2.683,3.0,3.588,102.8,90.50000000000003,43.99999999999999
2014-07-09,2.534,2.654,2.964,3.536,100.20000000000002,88.20000000000002,43.000000000000014
2014-07-10,2.49,2.606,2.914,3.482,99.2,87.60000000000004,42.39999999999999
2014-07-11,2.459,2.561,2.866,3.429,96.99999999999997,86.79999999999998,40.7
2014-07-14,2.489,2.594,2.898,3.458,96.90000000000003,86.40000000000003,40.90000000000003
2014-07-15,2.471,2.579,2.879,3.454,98.30000000000001,87.5,40.79999999999999
2014-07-16,2.464,2.56,2.865,3.441,97.69999999999999,88.09999999999998,40.10000000000002
2014-07-17,2.476,2.575,2.871,3.427,95.10000000000001,85.19999999999999,39.5
2014-07-18,2.471,2.546,2.845,3.396,92.49999999999999,85.00000000000001,37.40000000000001
2014-07-21,2.518,2.596,2.889,3.41,89.20000000000003,81.4,37.1
2014-07-22,2.527,2.6,2.887,3.389,86.19999999999996,78.89999999999998,35.999999999999986
2014-07-23,2.566,2.644,2.933,3.428,86.20000000000002,78.39999999999998,36.7
2014-07-24,2.58,2.671,2.955,3.442,86.20000000000002,77.10000000000004,37.5
2014-07-25,2.576,2.674,2.957,3.458,88.20000000000002,78.40000000000002,38.09999999999998
2014-07-28,2.569,2.666,2.946,3.442,87.30000000000003,77.60000000000002,37.700000000000024
2014-07-29,2.593,2.695,2.975,3.488,89.5,79.30000000000001,38.20000000000001
2014-07-30,2.568,2.666,2.945,3.441,87.29999999999998,77.49999999999999,37.699999999999974
2014-07-31,2.603,2.714,3.0,3.525,92.19999999999997,81.1,39.69999999999998
2014-08-01,2.623,2.733,3.019,3.537,91.39999999999998,80.39999999999998,39.599999999999994
2014-08-04,,,,,,,
2014-08-05,2.606,2.714,2.993,3.488,88.20000000000002,77.4,38.7
2014-08-06,2.634,2.744,3.023,3.533,89.9,78.89999999999998,38.90000000000002
2014-08-07,2.536,2.638,2.914,3.44,90.39999999999999,80.2,37.80000000000001
2014-08-08,2.445,2.522,2.79,3.301,85.60000000000004,77.90000000000003,34.50000000000002
2014-08-11,2.529,2.62,2.893,3.427,89.80000000000001,80.69999999999999,36.39999999999999
2014-08-12,2.547,2.639,2.913,3.444,89.69999999999997,80.50000000000001,36.599999999999966
2014-08-13,2.564,2.657,2.937,3.475,91.10000000000001,81.80000000000001,37.299999999999976
2014-08-14,2.508,2.597,2.879,3.41,90.20000000000002,81.30000000000001,37.1
2014-08-15,,,,3.413,,,
2014-08-18,2.501,2.589,2.857,3.37,86.90000000000002,78.10000000000001,35.60000000000003
2014-08-19,2.527,2.616,2.89,3.43,90.3,81.4,36.3
2014-08-20,2.552,2.647,2.919,3.451,89.9,80.40000000000003,36.7
2014-08-21,2.588,2.697,2.97,3.504,91.6,80.69999999999999,38.20000000000001
2014-08-22,2.605,2.716,2.986,3.504,89.9,78.79999999999998,38.10000000000002
2014-08-25,2.597,2.706,2.967,3.46,86.3,75.4,37.000000000000014
2014-08-26,2.55,2.657,2.907,3.38,83.0,72.29999999999998,35.70000000000002
2014-08-27,2.533,2.635,2.884,3.355,82.2,72.00000000000001,35.099999999999994
2014-08-28,2.553,2.655,2.895,3.349,79.60000000000002,69.40000000000003,34.20000000000001
2014-08-29,2.544,2.643,2.878,3.318,77.4,67.50000000000003,33.400000000000006
2014-09-01,2.555,2.654,2.889,3.349,79.4,69.50000000000003,33.39999999999996
2014-09-02,2.585,2.684,2.916,3.376,79.1,69.19999999999997,33.099999999999994
2014-09-03,2.616,2.723,2.963,3.455,83.89999999999999,73.20000000000002,34.699999999999996
2014-09-04,2.609,2.712,2.955,3.455,84.60000000000001,74.29999999999998,34.60000000000001
2014-09-05,2.634,2.743,2.985,3.49,85.60000000000004,74.70000000000003,35.099999999999994
2014-09-08,2.628,2.736,2.976,3.475,84.7,73.89999999999999,34.79999999999998
2014-09-09,2.691,2.81,3.057,3.591,90.00000000000003,78.10000000000001,36.60000000000001
2014-09-10,2.694,2.816,3.064,3.597,90.3,78.10000000000001,37.000000000000014
2014-09-11,2.725,2.857,3.102,3.636,91.10000000000001,77.89999999999999,37.699999999999974
2014-09-12,2.712,2.856,3.103,3.635,92.29999999999995,77.89999999999999,39.1
2014-09-15,,,,3.676,,,
2014-09-16,2.693,2.833,3.09,3.646,95.29999999999998,81.29999999999997,39.69999999999998
2014-09-17,2.709,2.854,3.112,3.672,96.30000000000001,81.80000000000001,40.300000000000004
2014-09-18,2.758,2.913,3.175,3.732,97.40000000000002,81.90000000000003,41.69999999999998
2014-09-19,2.765,2.923,3.187,3.757,99.2,83.4,42.199999999999974
2014-09-22,2.711,2.866,3.124,3.683,97.2,81.69999999999997,41.300000000000026
2014-09-23,2.64,2.788,3.042,3.585,94.49999999999999,79.70000000000002,40.19999999999997
2014-09-24,2.687,2.838,3.092,3.64,95.30000000000003,80.2,40.50000000000003
2014-09-25,2.662,2.81,3.063,3.605,94.30000000000001,79.5,40.10000000000002
2014-09-26,2.625,2.761,3.001,3.516,89.1,75.49999999999999,37.59999999999999
2014-09-29,2.618,2.753,2.994,3.526,90.8,77.29999999999997,37.60000000000004
2014-09-30,2.602,2.726,2.967,3.512,91.00000000000001,78.60000000000001,36.50000000000002
2014-10-01,2.607,2.716,2.965,3.518,91.09999999999997,80.19999999999996,35.79999999999997
2014-10-02,2.584,2.667,2.912,3.453,86.89999999999998,78.60000000000001,32.79999999999998
2014-10-03,2.616,2.707,2.952,3.487,87.1,78.00000000000003,33.59999999999999
2014-10-06,,,,,,,
2014-10-07,2.591,2.679,2.921,3.423,83.19999999999999,74.40000000000002,32.999999999999964
2014-10-08,2.581,2.66,2.897,3.395,81.4,73.49999999999999,31.599999999999984
2014-10-09,2.568,2.622,2.858,3.337,76.9,71.50000000000003,29.000000000000004
2014-10-10,2.541,2.592,2.842,3.363,82.2,77.1,30.100000000000016
2014-10-13,2.521,2.566,2.812,3.33,80.90000000000002,76.40000000000002,29.099999999999994
2014-10-14,2.522,2.566,2.813,3.341,81.90000000000003,77.50000000000003,29.100000000000037
2014-10-15,2.558,2.619,2.86,3.375,81.70000000000002,75.59999999999998,30.200000000000003
2014-10-16,2.484,2.514,2.742,3.224,74.00000000000003,71.00000000000004,25.8
2014-10-17,2.514,2.558,2.785,3.256,74.2,69.8,27.100000000000037
2014-10-20,2.53,2.603,2.839,3.34,81.0,73.69999999999996,30.900000000000016
2014-10-21,2.455,2.514,2.744,3.225,77.0,71.10000000000002,28.900000000000013
2014-10-22,2.475,2.563,2.798,3.295,81.99999999999999,73.19999999999997,32.3
2014-10-23,2.478,2.563,2.797,3.29,81.19999999999999,72.69999999999999,31.899999999999995
2014-10-24,2.487,2.574,2.809,3.304,81.69999999999997,73.0,32.2
2014-10-27,2.51,2.605,2.838,3.331,82.10000000000002,72.6,32.800000000000026
2014-10-28,2.472,2.546,2.776,3.266,79.4,72.00000000000001,30.399999999999984
2014-10-29,2.51,2.606,2.838,3.326,81.60000000000002,72.00000000000001,32.800000000000026
